documentId,claimId,documentType,uploadDate,fileReference
DOC0560,CLM287,RepairEstimate,2025-03-11,/claim-docs/CLM287/repairestimate_0560.pdf
DOC0561,CLM288,MedicalReport,2025-12-28,/claim-docs/CLM288/medicalreport_0561.pdf
DOC0562,CLM288,MedicalReport,2025-07-05,/claim-docs/CLM288/medicalreport_0562.pdf
DOC0563,CLM288,MedicalReport,2025-09-18,/claim-docs/CLM288/medicalreport_0563.pdf
DOC0564,CLM289,MedicalReport,2025-04-15,/claim-docs/CLM289/medicalreport_0564.pdf
DOC0565,CLM290,MedicalReport,2025-08-08,/claim-docs/CLM290/medicalreport_0565.pdf
DOC0566,CLM291,ClaimForm,2025-01-10,/claim-docs/CLM291/claimform_0566.pdf
DOC0567,CLM292,RepairEstimate,2025-07-08,/claim-docs/CLM292/repairestimate_0567.pdf
DOC0568,CLM292,PoliceReport,2025-06-19,/claim-docs/CLM292/policereport_0568.pdf
DOC0569,CLM293,MedicalReport,2025-04-25,/claim-docs/CLM293/medicalreport_0569.pdf
DOC0570,CLM293,PoliceReport,2025-08-17,/claim-docs/CLM293/policereport_0570.pdf
DOC0571,CLM293,PhotoEvidence,2025-08-10,/claim-docs/CLM293/photoevidence_0571.pdf
DOC0572,CLM294,ClaimForm,2025-02-13,/claim-docs/CLM294/claimform_0572.pdf
DOC0573,CLM294,RepairEstimate,2025-08-08,/claim-docs/CLM294/repairestimate_0573.pdf
DOC0574,CLM295,RepairEstimate,2025-06-02,/claim-docs/CLM295/repairestimate_0574.pdf
DOC0575,CLM296,MedicalReport,2025-08-20,/claim-docs/CLM296/medicalreport_0575.pdf
DOC0576,CLM297,PhotoEvidence,2025-05-18,/claim-docs/CLM297/photoevidence_0576.pdf
DOC0577,CLM297,ClaimForm,2025-02-14,/claim-docs/CLM297/claimform_0577.pdf
DOC0578,CLM297,PoliceReport,2025-05-24,/claim-docs/CLM297/policereport_0578.pdf
DOC0579,CLM298,PhotoEvidence,2025-06-02,/claim-docs/CLM298/photoevidence_0579.pdf
DOC0580,CLM298,PhotoEvidence,2025-01-19,/claim-docs/CLM298/photoevidence_0580.pdf
DOC0581,CLM299,PoliceReport,2025-06-18,/claim-docs/CLM299/policereport_0581.pdf
DOC0582,CLM299,MedicalReport,2025-02-13,/claim-docs/CLM299/medicalreport_0582.pdf
DOC0583,CLM299,RepairEstimate,2025-08-25,/claim-docs/CLM299/repairestimate_0583.pdf
DOC0584,CLM300,MedicalReport,2025-10-22,/claim-docs/CLM300/medicalreport_0584.pdf
DOC0585,CLM300,RepairEstimate,2025-02-05,/claim-docs/CLM300/repairestimate_0585.pdf
DOC0586,CLM300,ClaimForm,2025-07-12,/claim-docs/CLM300/claimform_0586.pdf
